#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
VIII	141790	143600	YHR019C	.	-	141790	143600	0	1	1810	141789	Q4
XIII	751815	752957	YMR241W	.	+	751815	752957	0	1	1142	751808	Q4
XIII	622106	623238	YMR180C	.	-	622106	623238	0	1	1132	622100	Q4
II	614745	615896	YBR197C	.	-	614745	615896	0	1	1151	614739	Q4
IV	1324374	1325318	YDR429C	.	-	1324374	1325318	0	1	944	1324373	Q4
XVI	107111	108226	YPL232W	.	+	107111	108226	0	1	1115	107110	Q4
XV	648672	649019	YOR167C	.	-	648672	649019	0	1	347	648666	Q4
III	59025	60822	YCL036W	.	+	59025	60822	0	1	1797	59020	Q4
III	229126	231330	YCR065W	.	+	229126	231330	0	1	2204	229124	Q4
VI	131719	134370	YFL004W	.	+	131719	134370	0	1	2651	131718	Q4
VII	1061780	1063166	YGR285C	.	-	1061780	1063166	0	1	1386	1061779	Q4
XV	378199	379712	YOR025W	.	+	378199	379712	0	1	1513	378196	Q4
XV	1041579	1043110	YOR375C	.	-	1041579	1043110	0	1	1531	1041578	Q4
VIII	486790	487742	YHR192W	.	+	486790	487742	0	1	952	486786	Q4
X	192480	193487	YJL117W	.	+	192480	193487	0	1	1007	192479	Q4
VII	954610	958422	YGR233C	.	-	954610	958422	0	1	3812	954601	Q4
II	427064	427525	YBR091C	.	-	427064	427525	0	1	461	427060	Q4
IX	127439	129918	YIL123W	.	+	127439	129918	0	1	2479	127438	Q4
VIII	380563	381379	YHR140W	.	+	380563	381379	0	1	816	380560	Q4
IV	808279	810557	YDR172W	.	+	808279	810557	0	1	2278	808271	Q4
XIV	66432	68509	YNL299W	.	+	66432	68509	0	1	2077	66426	Q4
VIII	484795	486283	YHR190W	.	+	484795	486283	0	1	1488	484791	Q4
XIV	371688	372257	YNL135C	.	-	371688	372257	0	1	569	371685	Q4
V	432425	434396	YER133W	.	+	432425	434396	0	1	1971	432421	Q4
IV	845796	847969	YDR194C	.	-	845796	847969	0	1	2173	845788	Q4
XIV	214862	215867	YNL232W	.	+	214862	215867	0	1	1005	214860	Q4
II	113715	115564	YBL056W	.	+	113715	115564	0	1	1849	113714	Q4
II	558631	559894	YBR159W	.	+	558631	559894	0	1	1263	558626	Q4
X	72618	73420	YJL192C	.	-	72618	73420	0	1	802	72611	Q4
XVI	104804	105495	YPL234C	.	-	104804	105495	0	1	691	104803	Q4
VII	49548	52544	YGL238W	.	+	49548	52544	0	1	2996	49544	Q4
XIV	299562	300656	YNL180C	.	-	299562	300656	0	1	1094	299560	Q4
XVI	488527	491562	YPL032C	.	-	488527	491562	0	1	3035	488523	Q4
I	106156	108639	YAL023C	.	-	106156	108639	0	1	2483	106155	Q4
VII	922123	922599	YGR215W	.	+	922123	922599	0	1	476	922114	Q4
IV	227356	228817	YDL131W	.	+	227356	228817	0	1	1461	227354	Q4
II	682139	683147	YBR231C	.	-	682139	683147	0	1	1008	682133	Q4
XIII	388766	390871	YMR058W	.	+	388766	390871	0	1	2105	388763	Q4
XV	493370	494534	YOR091W	.	+	493370	494534	0	1	1164	493366	Q4
XV	811662	812413	YOR258W	.	+	811662	812413	0	1	751	811654	Q4
IV	230918	232158	YDL129W	.	+	230918	232158	0	1	1240	230916	Q4
XIV	284067	286009	YNL189W	.	+	284067	286009	0	1	1942	284065	Q4
XV	966585	967738	YOR342C	.	-	966585	967738	0	1	1153	966576	Q4
XV	111215	111890	YOL108C	.	-	111215	111890	0	1	675	111214	Q4
II	452624	453364	YBR106W	.	+	452624	453364	0	1	740	452620	Q4
II	86498	87800	YBL074C	.	-	86498	87800	0	1	1302	86490	Q4
XIV	719294	720741	YNR052C	.	-	719294	720741	0	1	1447	719287	Q4
VI	44435	45579	YFL044C	.	-	44435	45579	0	1	1144	44431	Q4
VIII	443785	445483	YHR170W	.	+	443785	445483	0	1	1698	443781	Q4
XII	734964	737587	YLR304C	.	-	734964	737587	0	1	2623	734957	Q4
XI	280847	282379	YKL082C	.	-	280847	282379	0	1	1532	280845	Q4
XIII	483892	486308	YMR108W	.	+	483892	486308	0	1	2416	483888	Q4
VII	577171	579250	YGR041W	.	+	577171	579250	0	1	2079	577166	Q4
II	776537	777965	YBR287W	.	+	776537	777965	0	1	1428	776530	Q4
XIV	340332	340939	YNL157W	.	+	340332	340939	0	1	607	340329	Q4
VIII	374559	375293	YHR136C	.	-	374559	375293	0	1	734	374556	Q4
VII	280630	281168	YGL121C	.	-	280630	281168	0	1	538	280628	Q4
VII	1060472	1061630	YGR284C	.	-	1060472	1061630	0	1	1158	1060471	Q4
X	622478	623057	YJR104C	.	-	622478	623057	0	1	579	622472	Q4
II	111408	112834	YBL058W	.	+	111408	112834	0	1	1426	111407	Q4
VII	306537	307144	YGL106W	.	+	306537	307144	0	1	607	306534	Q4
XI	426199	427045	YKL009W	.	+	426199	427045	0	1	846	426195	Q4
XIII	412171	412900	YMR073C	.	-	412171	412900	0	1	729	412167	Q4
VIII	422894	423577	YHR162W	.	+	422894	423577	0	1	683	422890	Q4
V	413192	414206	YER126C	.	-	413192	414206	0	1	1014	413188	Q4
XVI	732280	733270	YPR103W	.	+	732280	733270	0	1	990	732273	Q4
XVI	753222	754369	YPR114W	.	+	753222	754369	0	1	1147	753215	Q4
X	91837	94976	YJL175W	.	+	91837	94976	0	1	3139	91828	Q4
XIII	557395	558562	YMR146C	.	-	557395	558562	0	1	1167	557390	Q4
V	251645	253754	YER049W	.	+	251645	253754	0	1	2109	251643	Q4
XIV	624788	625861	YNL003C	.	-	624788	625861	0	1	1073	624782	Q4
IV	138195	139357	YDL179W	.	+	138195	139357	0	1	1162	138194	Q4
IV	1234112	1236253	YDR380W	.	+	1234112	1236253	0	1	2141	1234111	Q4
X	466575	467274	YJR018W	.	+	466575	467274	0	1	699	466571	Q4
XVI	691693	692480	YPR073C	.	-	691693	692480	0	1	787	691687	Q4
XIV	352372	352705	YNL145W	.	+	352372	352705	0	1	333	352369	Q4
II	380338	381321	YBR071W	.	+	380338	381321	0	1	983	380335	Q4
II	768797	770559	YBR283C	.	-	768797	770559	0	1	1762	768790	Q4
XIII	124578	129550	YML072C	.	-	124578	129550	0	1	4972	124577	Q4
X	207825	209700	YJL111W	.	+	207825	209700	0	1	1875	207823	Q4
XIV	138494	140518	YNL268W	.	+	138494	140518	0	1	2024	138493	Q4
XV	502686	503513	YOR094W	.	+	502686	503513	0	1	827	502681	Q4
VIII	159401	160597	YHR025W	.	+	159401	160597	0	1	1196	159400	Q4
XIII	54732	55310	YML108W	.	+	54732	55310	0	1	578	54727	Q4
V	307641	308196	YER074W-A	.	+	307641	308196	0	1	555	307638	Q4
XII	857485	859379	YLR368W	.	+	857485	859379	0	1	1894	857477	Q4
XIII	698614	701217	YMR216C	.	-	698614	701217	0	1	2603	698608	Q4
VII	761299	762247	YGR135W	.	+	761299	762247	0	1	948	761292	Q4
XV	256625	257077	YOL037C	.	-	256625	257077	0	1	452	256623	Q4
VIII	281451	282431	YHR088W	.	+	281451	282431	0	1	980	281449	Q4
XIII	68264	69753	YML102W	.	+	68264	69753	0	1	1489	68258	Q4
XIII	284871	286422	YMR010W	.	+	284871	286422	0	1	1551	284869	Q4
IV	892758	894024	YDR214W	.	+	892758	894024	0	1	1266	892750	Q4
VII	446329	448553	YGL026C	.	-	446329	448553	0	1	2224	446325	Q4
XI	259204	259705	YKL096W-A	.	+	259204	259705	0	1	501	259202	Q4
II	578337	579121	YBR171W	.	+	578337	579121	0	1	784	578332	Q4
XIII	486545	490328	YMR109W	.	+	486545	490328	0	1	3783	486541	Q4
IV	718698	720422	YDR132C	.	-	718698	720422	0	1	1724	718691	Q4
VIII	210809	212112	YHR052W	.	+	210809	212112	0	1	1303	210807	Q4
VII	939922	940896	YGR222W	.	+	939922	940896	0	1	974	939913	Q4
III	15703	16899	YCL064C	.	-	15703	16899	0	1	1196	15702	Q4
XII	65234	66552	YLL038C	.	-	65234	66552	0	1	1318	65228	Q4
XIII	246074	246883	YML012W	.	+	246074	246883	0	1	809	246072	Q4
I	75013	76184	YAL036C	.	-	75013	76184	0	1	1171	75006	Q4
XV	426518	427327	YOR052C	.	-	426518	427327	0	1	809	426514	Q4
XI	463283	465026	YKR012C	.	-	463283	465026	0	1	1743	463279	Q4
V	483210	484357	YER156C	.	-	483210	484357	0	1	1147	483206	Q4
XIV	620056	621325	YNL006W	.	+	620056	621325	0	1	1269	620050	Q4
VI	216545	220184	YFR031C	.	-	216545	220184	0	1	3639	216543	Q4
IV	199960	201680	YDL143W	.	+	199960	201680	0	1	1720	199959	Q4
XII	896299	897749	YLR387C	.	-	896299	897749	0	1	1450	896291	Q4
V	333035	335277	YER088C	.	-	333035	335277	0	1	2242	333032	Q4
XV	646952	648557	YOR166C	.	-	646952	648557	0	1	1605	646946	Q4
XIV	626108	627159	YNL002C	.	-	626108	627159	0	1	1051	626102	Q4
X	191634	192466	YJL118W	.	+	191634	192466	0	1	832	191633	Q4
III	191688	193036	YCR035C	.	-	191688	193036	0	1	1348	191687	Q4
VII	695388	697439	YGR103W	.	+	695388	697439	0	1	2051	695382	Q4
XV	315761	316212	YOL005C	.	-	315761	316212	0	1	451	315758	Q4
XVI	795898	797285	YPR133C	.	-	795898	797285	0	1	1387	795891	Q4
VIII	197227	198316	YHR046C	.	-	197227	198316	0	1	1089	197226	Q4
X	104957	106187	YJL167W	.	+	104957	106187	0	1	1230	104956	Q4
XII	65632	67427	YLL037W	.	+	65632	67427	0	1	1795	65626	Q4
IV	812086	813022	YDR174W	.	+	812086	813022	0	1	936	812078	Q4
XIII	158710	159098	YML058W-A	.	+	158710	159098	0	1	388	158709	Q4
XII	388579	388789	YLR120W-A	.	+	388579	388789	0	1	210	388576	Q4
III	46941	48441	YCL044C	.	-	46941	48441	0	1	1500	46937	Q4
XII	259553	260550	YLR059C	.	-	259553	260550	0	1	997	259551	Q4
XIII	564205	565951	YMR153C-A	.	-	564205	565951	0	1	1746	564200	Q4
V	460425	461761	YER145C	.	-	460425	461761	0	1	1336	460421	Q4
XIII	348466	349622	YMR039C	.	-	348466	349622	0	1	1156	348463	Q4
IV	33271	34032	YDL235C	.	-	33271	34032	0	1	761	33268	Q4
XI	488552	489761	YKR026C	.	-	488552	489761	0	1	1209	488548	Q4
IV	1021830	1022376	YDR281C	.	-	1021830	1022376	0	1	546	1021829	Q4
IX	321428	321988	YIL016W	.	+	321428	321988	0	1	560	321425	Q4
XIV	196227	198002	YNL241C	.	-	196227	198002	0	1	1775	196226	Q4
XVI	900131	900531	YPR182W	.	+	900131	900531	0	1	400	900122	Q4
XII	909434	910008	YLR395C	.	-	909434	910008	0	1	574	909425	Q4
XIV	662715	663719	YNR017W	.	+	662715	663719	0	1	1004	662709	Q4
XVI	164081	165894	YPL204W	.	+	164081	165894	0	1	1813	164080	Q4
XV	136439	137850	YOL097C	.	-	136439	137850	0	1	1411	136438	Q4
XVI	745614	746845	YPR110C	.	-	745614	746845	0	1	1231	745607	Q4
XV	884342	887959	YOR304W	.	+	884342	887959	0	1	3617	884334	Q4
VIII	493878	496292	YHR197W	.	+	493878	496292	0	1	2414	493874	Q4
V	31402	33697	YEL063C	.	-	31402	33697	0	1	2295	31399	Q4
IV	1184670	1185958	YDR354W	.	+	1184670	1185958	0	1	1288	1184669	Q4
XIV	378719	379550	YNL131W	.	+	378719	379550	0	1	831	378716	Q4
XVI	154204	156231	YPL210C	.	-	154204	156231	0	1	2027	154203	Q4
VI	248927	249919	YFR050C	.	-	248927	249919	0	1	992	248925	Q4
XII	627116	628267	YLR246W	.	+	627116	628267	0	1	1151	627110	Q4
IV	1357509	1358943	YDR449C	.	-	1357509	1358943	0	1	1434	1357508	Q4
XI	365369	369283	YKL038W	.	+	365369	369283	0	1	3914	365366	Q4
XI	611492	612393	YKR091W	.	+	611492	612393	0	1	901	611486	Q4
VII	905894	908860	YGR204W	.	+	905894	908860	0	1	2966	905885	Q4
XIII	288040	289819	YMR011W	.	+	288040	289819	0	1	1779	288038	Q4
XIV	27200	28393	YNL326C	.	-	27200	28393	0	1	1193	27198	Q4
VII	142199	144087	YGL192W	.	+	142199	144087	0	1	1888	142198	Q4
XII	1026703	1027938	YLR447C	.	-	1026703	1027938	0	1	1235	1026702	Q4
XV	727482	729731	YOR206W	.	+	727482	729731	0	1	2249	727475	Q4
X	190308	191130	YJL121C	.	-	190308	191130	0	1	822	190307	Q4
XII	1014440	1015589	YLR439W	.	+	1014440	1015589	0	1	1149	1014439	Q4
VIII	517510	518865	YHR208W	.	+	517510	518865	0	1	1355	517505	Q4
XIII	347383	348290	YMR038C	.	-	347383	348290	0	1	907	347380	Q4
XIII	424953	426389	YMR079W	.	+	424953	426389	0	1	1436	424949	Q4
X	285436	289443	YJL080C	.	-	285436	289443	0	1	4007	285434	Q4
VIII	387202	387711	YHR143W-A	.	+	387202	387711	0	1	509	387199	Q4
XVI	378991	381403	YPL089C	.	-	378991	381403	0	1	2412	378988	Q4
V	402727	404433	YER122C	.	-	402727	404433	0	1	1706	402723	Q4
XVI	431749	432512	YPL062W	.	+	431749	432512	0	1	763	431745	Q4
XI	591411	592561	YKR081C	.	-	591411	592561	0	1	1150	591406	Q4
VII	601612	604526	YGR056W	.	+	601612	604526	0	1	2914	601606	Q4
II	420068	423332	YBR086C	.	-	420068	423332	0	1	3264	420064	Q4
XVI	241660	242723	YPL163C	.	-	241660	242723	0	1	1063	241658	Q4
X	461776	462525	YJR014W	.	+	461776	462525	0	1	749	461772	Q4
VIII	225428	227183	YHR064C	.	-	225428	227183	0	1	1755	225426	Q4
III	107915	108900	YCL005W	.	+	107915	108900	0	1	985	107914	Q4
V	86885	90036	YEL032W	.	+	86885	90036	0	1	3151	86877	Q4
V	541647	545169	YER176W	.	+	541647	545169	0	1	3522	541642	Q4
XV	185403	185774	YOL077W-A	.	+	185403	185774	0	1	371	185402	Q4
I	143611	147587	YAL002W	.	+	143611	147587	0	1	3976	143610	Q4
VIII	209655	210426	YHR051W	.	+	209655	210426	0	1	771	209653	Q4
XVI	886470	887869	YPR173C	.	-	886470	887869	0	1	1399	886462	Q4
XV	312918	315414	YOL006C	.	-	312918	315414	0	1	2496	312915	Q4
X	56296	58836	YJL200C	.	-	56296	58836	0	1	2540	56291	Q4
XII	694970	696926	YLR276C	.	-	694970	696926	0	1	1956	694964	Q4
VIII	499883	501166	YHR201C	.	-	499883	501166	0	1	1283	499879	Q4
XV	880946	882582	YOR301W	.	+	880946	882582	0	1	1636	880938	Q4
VII	785935	786983	YGR147C	.	-	785935	786983	0	1	1048	785928	Q4
XII	719633	720389	YLR292C	.	-	719633	720389	0	1	756	719626	Q4
XV	307882	309143	YOL010W	.	+	307882	309143	0	1	1261	307879	Q4
XII	255251	257945	YLR057W	.	+	255251	257945	0	1	2694	255249	Q4
V	140399	141261	YEL008W	.	+	140399	141261	0	1	862	140398	Q4
XVI	900717	901641	YPR183W	.	+	900717	901641	0	1	924	900708	Q4
VIII	487647	488268	YHR193C	.	-	487647	488268	0	1	621	487643	Q4
VII	641994	643089	YGR080W	.	+	641994	643089	0	1	1095	641988	Q4
IV	521794	523158	YDR035W	.	+	521794	523158	0	1	1364	521789	Q4
XII	88566	91386	YLL026W	.	+	88566	91386	0	1	2820	88558	Q4
V	194217	194584	YER019C-A	.	-	194217	194584	0	1	367	194216	Q4
V	116133	117051	YEL021W	.	+	116133	117051	0	1	918	116132	Q4
XIII	228914	229708	YML022W	.	+	228914	229708	0	1	794	228912	Q4
IV	887166	888999	YDR212W	.	+	887166	888999	0	1	1833	887158	Q4
XII	1015452	1017741	YLR440C	.	-	1015452	1017741	0	1	2289	1015451	Q4
II	739823	741142	YBR267W	.	+	739823	741142	0	1	1319	739816	Q4
XIV	336489	337837	YNL160W	.	+	336489	337837	0	1	1348	336486	Q4
XIII	85878	86760	YML092C	.	-	85878	86760	0	1	882	85870	Q4
V	59498	60902	YEL050C	.	-	59498	60902	0	1	1404	59493	Q4
II	658576	662311	YBR218C	.	-	658576	662311	0	1	3735	658570	Q4
III	220343	223290	YCR057C	.	-	220343	223290	0	1	2947	220341	Q4
XI	125739	127141	YKL172W	.	+	125739	127141	0	1	1402	125738	Q4
VIII	241628	241998	YHR072W-A	.	+	241628	241998	0	1	370	241626	Q4
X	106367	106887	YJL166W	.	+	106367	106887	0	1	520	106366	Q4
V	81257	82762	YEL037C	.	-	81257	82762	0	1	1505	81249	Q4
XV	412755	413700	YOR044W	.	+	412755	413700	0	1	945	412751	Q4
XV	256351	259170	YOL036W	.	+	256351	259170	0	1	2819	256349	Q4
XVI	623471	624351	YPR028W	.	+	623471	624351	0	1	880	623465	Q4
IV	285292	286740	YDL097C	.	-	285292	286740	0	1	1448	285290	Q4
XII	934362	937266	YLR409C	.	-	934362	937266	0	1	2904	934353	Q4
IV	242339	245042	YDL122W	.	+	242339	245042	0	1	2703	242337	Q4
XIV	529821	531545	YNL053W	.	+	529821	531545	0	1	1724	529816	Q4
II	142044	142911	YBL040C	.	-	142044	142911	0	1	867	142043	Q4
IV	652714	654655	YDR099W	.	+	652714	654655	0	1	1941	652708	Q4
XV	472703	473408	YOR078W	.	+	472703	473408	0	1	705	472699	Q4
VII	635550	636024	YGR073C	.	-	635550	636024	0	1	474	635544	Q4
VII	858237	858785	YGR181W	.	+	858237	858785	0	1	548	858229	Q4
XIII	667511	668271	YMR202W	.	+	667511	668271	0	1	760	667505	Q4
II	141211	142018	YBL041W	.	+	141211	142018	0	1	807	141210	Q4
XII	538557	539638	YLR192C	.	-	538557	539638	0	1	1081	538552	Q4
XVI	924116	927110	YPR194C	.	-	924116	927110	0	1	2994	924107	Q4
XIV	357117	359041	YNL142W	.	+	357117	359041	0	1	1924	357114	Q4
XII	286779	287828	YLR079W	.	+	286779	287828	0	1	1049	286777	Q4
IV	836383	838224	YDR188W	.	+	836383	838224	0	1	1841	836375	Q4
VII	474361	475272	YGL011C	.	-	474361	475272	0	1	911	474357	Q4
IV	1089040	1090098	YDR313C	.	-	1089040	1090098	0	1	1058	1089039	Q4
XII	266260	266950	YLR065C	.	-	266260	266950	0	1	690	266258	Q4
IV	654972	655570	YDR100W	.	+	654972	655570	0	1	598	654966	Q4
XII	915083	919059	YLR398C	.	-	915083	919059	0	1	3976	915074	Q4
IV	1166898	1168816	YDR346C	.	-	1166898	1168816	0	1	1918	1166897	Q4
X	289690	290938	YJL079C	.	-	289690	290938	0	1	1248	289688	Q4
IV	363936	364876	YDL051W	.	+	363936	364876	0	1	940	363933	Q4
V	465109	466042	YER148W	.	+	465109	466042	0	1	933	465105	Q4
XIII	115581	118976	YML075C	.	-	115581	118976	0	1	3395	115580	Q4
VIII	115478	115935	YHR005C-A	.	-	115478	115935	0	1	457	115477	Q4
IV	232582	234079	YDL128W	.	+	232582	234079	0	1	1497	232580	Q4
VII	418817	419450	YGL041W-A	.	+	418817	419450	0	1	633	418813	Q4
IV	473140	473872	YDR013W	.	+	473140	473872	0	1	732	473136	Q4
IV	126678	130107	YDL185W	.	+	126678	130107	0	1	3429	126677	Q4
III	228295	229272	YCR063W	.	+	228295	229272	0	1	977	228293	Q4
XIII	712305	713919	YMR220W	.	+	712305	713919	0	1	1614	712298	Q4
XI	310078	313180	YKL068W	.	+	310078	313180	0	1	3102	310075	Q4
IV	133398	134811	YDL182W	.	+	133398	134811	0	1	1413	133397	Q4
XVI	911240	911881	YPR187W	.	+	911240	911881	0	1	641	911231	Q4
VII	937060	939079	YGR221C	.	-	937060	939079	0	1	2019	937051	Q4
XVI	40919	43148	YPL265W	.	+	40919	43148	0	1	2229	40915	Q4
VII	374127	374852	YGL070C	.	-	374127	374852	0	1	725	374124	Q4
XV	185771	186751	YOL077C	.	-	185771	186751	0	1	980	185770	Q4
XV	338841	339983	YOR007C	.	-	338841	339983	0	1	1142	338838	Q4
IV	1418492	1420305	YDR481C	.	-	1418492	1420305	0	1	1813	1418491	Q4
IV	287028	289589	YDL095W	.	+	287028	289589	0	1	2561	287026	Q4
IV	1181612	1182991	YDR352W	.	+	1181612	1182991	0	1	1379	1181611	Q4
XIII	272158	272907	YMR002W	.	+	272158	272907	0	1	749	272156	Q4
IV	1267435	1269501	YDR398W	.	+	1267435	1269501	0	1	2066	1267434	Q4
XVI	207994	210062	YPL179W	.	+	207994	210062	0	1	2068	207992	Q4
IX	289136	290102	YIL034C	.	-	289136	290102	0	1	966	289134	Q4
VIII	360867	361865	YHR127W	.	+	360867	361865	0	1	998	360864	Q4
VII	93771	94566	YGL210W	.	+	93771	94566	0	1	795	93762	Q4
IV	392405	393951	YDL033C	.	-	392405	393951	0	1	1546	392402	Q4
VII	123537	124260	YGL199C	.	-	123537	124260	0	1	723	123536	Q4
II	712886	714476	YBR247C	.	-	712886	714476	0	1	1590	712879	Q4
VIII	187059	187706	YHR039C-A	.	-	187059	187706	0	1	647	187058	Q4
VIII	554289	556157	YHR216W	.	+	554289	556157	0	1	1868	554284	Q4
V	90226	94007	YEL031W	.	+	90226	94007	0	1	3781	90217	Q4
XVI	174965	175919	YPL196W	.	+	174965	175919	0	1	954	174964	Q4
XVI	729762	730312	YPR100W	.	+	729762	730312	0	1	550	729755	Q4
XVI	73233	73925	YPL252C	.	-	73233	73925	0	1	692	73226	Q4
II	491102	492886	YBR127C	.	-	491102	492886	0	1	1784	491098	Q4
XV	268138	269790	YOL030W	.	+	268138	269790	0	1	1652	268136	Q4
IV	38467	38885	YDL232W	.	+	38467	38885	0	1	418	38464	Q4
IX	287438	289008	YIL035C	.	-	287438	289008	0	1	1570	287436	Q4
XIII	246780	247456	YML011C	.	-	246780	247456	0	1	676	246778	Q4
XII	109765	111585	YLL018C	.	-	109765	111585	0	1	1820	109764	Q4
X	189698	190398	YJL122W	.	+	189698	190398	0	1	700	189697	Q4
V	474999	476293	YER154W	.	+	474999	476293	0	1	1294	474995	Q4
VIII	383404	384565	YHR142W	.	+	383404	384565	0	1	1161	383401	Q4
XIV	510496	512532	YNL061W	.	+	510496	512532	0	1	2036	510491	Q4
IV	1259874	1261384	YDR393W	.	+	1259874	1261384	0	1	1510	1259873	Q4
XVI	911938	912501	YPR188C	.	-	911938	912501	0	1	563	911929	Q4
XVI	352702	355435	YPL105C	.	-	352702	355435	0	1	2733	352699	Q4
IX	171700	173101	YIL103W	.	+	171700	173101	0	1	1401	171699	Q4
XIV	359570	360754	YNL141W	.	+	359570	360754	0	1	1184	359567	Q4
IV	1385355	1385788	YDR461C-A	.	-	1385355	1385788	0	1	433	1385354	Q4
IV	688131	690588	YDR119W	.	+	688131	690588	0	1	2457	688125	Q4
II	296237	297774	YBR029C	.	-	296237	297774	0	1	1537	296235	Q4
VII	359410	360198	YGL079W	.	+	359410	360198	0	1	788	359407	Q4
IV	617376	618343	YDR087C	.	-	617376	618343	0	1	967	617370	Q4
XV	679263	680660	YOR184W	.	+	679263	680660	0	1	1397	679257	Q4
V	270643	271169	YER057C	.	-	270643	271169	0	1	526	270641	Q4
XIV	427578	429836	YNL103W	.	+	427578	429836	0	1	2258	427574	Q4
VII	635699	636452	YGR074W	.	+	635699	636452	0	1	753	635693	Q4
V	162683	164345	YER006W	.	+	162683	164345	0	1	1662	162682	Q4
XV	624678	626651	YOR154W	.	+	624678	626651	0	1	1973	624672	Q4
XIII	411546	412258	YMR072W	.	+	411546	412258	0	1	712	411542	Q4
VII	92488	93679	YGL211W	.	+	92488	93679	0	1	1191	92479	Q4
VI	150000	152628	YFR002W	.	+	150000	152628	0	1	2628	149999	Q4
VI	252477	253364	YFR052W	.	+	252477	253364	0	1	887	252475	Q4
XVI	88426	90384	YPL243W	.	+	88426	90384	0	1	1958	88418	Q4
XV	770748	772301	YOR230W	.	+	770748	772301	0	1	1553	770741	Q4
V	292982	294911	YER068W	.	+	292982	294911	0	1	1929	292980	Q4
XI	463918	465075	YKR013W	.	+	463918	465075	0	1	1157	463914	Q4
XI	612417	613914	YKR092C	.	-	612417	613914	0	1	1497	612411	Q4
II	453226	454579	YBR107C	.	-	453226	454579	0	1	1353	453222	Q4
XIV	140778	144209	YNL267W	.	+	140778	144209	0	1	3431	140777	Q4
VI	153343	154412	YFR004W	.	+	153343	154412	0	1	1069	153342	Q4
XV	310989	312449	YOL007C	.	-	310989	312449	0	1	1460	310986	Q4
X	380154	381054	YJL035C	.	-	380154	381054	0	1	900	380151	Q4
XIII	662445	664402	YMR199W	.	+	662445	664402	0	1	1957	662439	Q4
II	36732	38922	YBL099W	.	+	36732	38922	0	1	2190	36729	Q4
XV	269805	270438	YOL029C	.	-	269805	270438	0	1	633	269803	Q4
VIII	362896	364244	YHR129C	.	-	362896	364244	0	1	1348	362893	Q4
IX	312842	313996	YIL021W	.	+	312842	313996	0	1	1154	312839	Q4
XII	765360	766125	YLR317W	.	+	765360	766125	0	1	765	765353	Q4
X	96083	96537	YJL173C	.	-	96083	96537	0	1	454	96074	Q4
VII	729856	730847	YGR120C	.	-	729856	730847	0	1	991	729849	Q4
VIII	230936	231983	YHR067W	.	+	230936	231983	0	1	1047	230934	Q4
XI	261084	261945	YKL096W	.	+	261084	261945	0	1	861	261082	Q4
XIII	202559	204244	YML038C	.	-	202559	204244	0	1	1685	202557	Q4
VII	962336	962823	YGR236C	.	-	962336	962823	0	1	487	962327	Q4
IV	32244	33374	YDL236W	.	+	32244	33374	0	1	1130	32241	Q4
X	608284	608988	YJR094W-A	.	+	608284	608988	0	1	704	608278	Q4
XII	765197	766382	YLR316C	.	-	765197	766382	0	1	1185	765190	Q4
XII	195340	196587	YLR026C	.	-	195340	196587	0	1	1247	195339	Q4
III	258852	259376	YCR082W	.	+	258852	259376	0	1	524	258850	Q4
XVI	250569	251761	YPL159C	.	-	250569	251761	0	1	1192	250567	Q4
II	112727	113447	YBL057C	.	-	112727	113447	0	1	720	112726	Q4
XVI	349077	349965	YPL107W	.	+	349077	349965	0	1	888	349074	Q4
XII	501190	502195	YLR172C	.	-	501190	502195	0	1	1005	501185	Q4
XII	184111	184927	YLR022C	.	-	184111	184927	0	1	816	184110	Q4
IV	848359	850284	YDR195W	.	+	848359	850284	0	1	1925	848351	Q4
VII	123583	124339	YGL198W	.	+	123583	124339	0	1	756	123582	Q4
III	105563	106857	YCL008C	.	-	105563	106857	0	1	1294	105562	Q4
VIII	486130	486667	YHR191C	.	-	486130	486667	0	1	537	486126	Q4
XIV	91804	95033	YNL287W	.	+	91804	95033	0	1	3229	91795	Q4
V	156753	157592	YER002W	.	+	156753	157592	0	1	839	156752	Q4
XIII	170371	171415	YML052W	.	+	170371	171415	0	1	1044	170370	Q4
XI	387504	389012	YKL027W	.	+	387504	389012	0	1	1508	387501	Q4
IV	765681	766545	YDR152W	.	+	765681	766545	0	1	864	765674	Q4
X	191149	192236	YJL119C	.	-	191149	192236	0	1	1087	191148	Q4
XV	546652	548673	YOR118W	.	+	546652	548673	0	1	2021	546647	Q4
XV	413794	414193	YOR045W	.	+	413794	414193	0	1	399	413790	Q4
XIII	741323	742779	YMR235C	.	-	741323	742779	0	1	1456	741316	Q4
IV	1494267	1495996	YDR528W	.	+	1494267	1495996	0	1	1729	1494266	Q4
XIII	517463	520582	YMR125W	.	+	517463	520582	0	1	3119	517458	Q4
XIV	108989	110484	YNL280C	.	-	108989	110484	0	1	1495	108988	Q4
X	181294	181808	YJL127C-B	.	-	181294	181808	0	1	514	181293	Q4
IX	173042	173647	YIL102C-A	.	-	173042	173647	0	1	605	173041	Q4
VIII	508955	512048	YHR205W	.	+	508955	512048	0	1	3093	508950	Q4
IV	362594	363635	YDL052C	.	-	362594	363635	0	1	1041	362591	Q4
VIII	221258	222504	YHR061C	.	-	221258	222504	0	1	1246	221256	Q4
X	80125	82033	YJL186W	.	+	80125	82033	0	1	1908	80117	Q4
